Case_ID,agent_profile_id,Resource,machine_name,duration_seconds,Process Name,Window Title,URL,Window,Activity,Step,Window Element,mouse_click_count,keypress_count,copy_count,paste_count,Start Time,EndTime
1176,0eeb94b7-4a0a-4ba3-8eb8-451a464b9c9e,user88@apromore.com,LAPTOP1,0.204,msedge,Recently Viewed | Cases | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5HehIAF/view,Salesforce,Status Response Received,Salesforce | Recently Viewed,Salesforce | Recently Viewed,0,0,0,0,2025-06-11T12:24:09.831000,2025-06-11T12:24:10.035000
1038,2632a77d-586c-4461-a1f1-03eae05de0f9,user100@apromore.com,LAPTOP2,0.0,chrome,Recent | Reports | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Report/home?queryScope=mru,Salesforce,Status On Hold,Salesforce | Reports,Dashboards,0,0,0,0,2025-06-11T19:10:11.355000,2025-06-11T19:10:11.355000
1176,a210a9e7-a652-47be-8419-0c6df236c4a1,user24@apromore.com,LAPTOP1,10.051,msedge,00001176 | Case | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5HehIAF/view,Salesforce,Status On Hold,Salesforce | Case,Salesforce | Case,6,0,0,0,2025-06-11T12:23:01.100000,2025-06-11T12:23:11.151000
1038,217bcd56-91f5-4345-8263-7c836d472f7f,user3@apromore.com,LAPTOP2,0.0,chrome,00001038 | Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/5005i00000KvaibAAB/view,Salesforce,Status Escalated,Salesforce | Case,Reports,0,0,0,0,2025-06-11T19:10:08.511000,2025-06-11T19:10:08.511000
1182,4f4d2b1f-986f-4b10-a39b-d2aa42decb7b,user22@apromore.com,LAPTOP3,16.065,chrome,Home | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/page/home,Salesforce,Created.,Salesforce | Home,Salesforce | Home,4,0,0,0,2025-06-11T19:05:11.872000,2025-06-11T19:05:27.937000
1183,ac929282-7ddd-43ae-b013-498a6a71bb29,user53@apromore.com,LAPTOP3,0.0,chrome,Recent | Dashboards | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home?queryScope=mru,Salesforce,Status Waiting for Customer,Salesforce | Dashboards,Reports,0,0,0,0,2025-06-11T19:11:09.068000,2025-06-11T19:11:09.068000
1166,f51a2770-3d41-4201-8551-fad0eac7e96d,user2@apromore.com,LAPTOP2,0.909,chrome,Recent | Dashboards | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home?queryScope=mru,Salesforce,Status Waiting for Customer,Salesforce | Dashboards,Salesforce | Dashboards,1,0,0,0,2025-06-11T19:13:55.086000,2025-06-11T19:13:55.995000
1182,0eeb94b7-4a0a-4ba3-8eb8-451a464b9c9e,user88@apromore.com,LAPTOP3,9.013,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=__Recent,Salesforce,Status Response Received,Salesforce | Contacts | Recently Viewed,Salesforce | Contacts | Recently Viewed,1,0,0,0,2025-06-11T19:06:44.452000,2025-06-11T19:06:53.465000
1161,1d5f68f0-fe88-4386-8418-413f8f541a2b,user30@apromore.com,LAPTOP2,0.0,chrome,00001161 | Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J3000003iPRkIAM/view,Salesforce,Status On Hold,Salesforce | Case,Contacts,0,0,0,0,2025-06-11T17:15:00.666000,2025-06-11T17:15:00.666000
1176,65646079-4ac7-4b43-8ee2-bdd8c1afd404,user38@apromore.com,LAPTOP1,0.784,msedge,Recently Viewed | Accounts | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/o/Account/list?filterName=__Recent,Salesforce,Status Waiting for Customer,Salesforce | Accounts | Recently Viewed,Salesforce | Accounts | Recently Viewed,0,0,0,0,2025-06-11T12:23:11.151000,2025-06-11T12:23:11.935000
1179,f51a2770-3d41-4201-8551-fad0eac7e96d,user2@apromore.com,LAPTOP2,0.0,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=__Recent,Salesforce,Status Response Received,Salesforce | Contacts | Recently Viewed,Cases,0,0,0,0,2025-06-11T18:08:14.354000,2025-06-11T18:08:14.354000
1179,bdffb7e9-d405-406c-ba22-729a69dd4da7,user64@apromore.com,LAPTOP2,0.0,chrome,00001179 | Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5MwSIAV/view,Salesforce,Status Working,Salesforce | Case,Cases,0,0,0,0,2025-06-11T17:15:37.994000,2025-06-11T17:15:37.994000
1175,6973f3a1-4092-4106-b1da-177a47e70842,user60@apromore.com,LAPTOP1,0.61,msedge,New Case | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5JdzIAF/view,Salesforce,Status Escalated,Salesforce | Case | New,Salesforce | Case | New,0,0,0,0,2025-06-11T12:19:59.410000,2025-06-11T12:20:00.020000
1178,93f74081-82bb-4d03-a421-f01dd019d66b,user21@apromore.com,LAPTOP1,6.79,EXCEL,Book1 - Excel,,Microsoft Excel,Status In Progress,Microsoft Excel,Microsoft Excel,9,0,0,0,2025-06-11T12:32:06.113000,2025-06-11T12:32:12.903000
1166,b8000e13-899f-4c68-9338-c8c538e20962,user33@apromore.com,LAPTOP2,0.0,chrome,Recently Viewed | Cases | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/list?filterName=__Recent,Salesforce,Created.,Salesforce | Cases | Recently Viewed,00001166,0,0,0,0,2025-06-11T17:15:40.092000,2025-06-11T17:15:40.092000
1166,ffe8b849-9834-48cc-8792-d72579023100,user76@apromore.com,LAPTOP2,0.0,chrome,Recent | Reports | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Report/home?queryScope=mru,Salesforce,Status On Hold,Salesforce | Reports,Dashboards,0,0,0,0,2025-06-11T19:13:53.979000,2025-06-11T19:13:53.979000
1182,68454c6e-1ae4-425e-894c-23606ccd4b66,user58@apromore.com,LAPTOP3,5.889,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=__Recent,Salesforce,Status On Hold,Salesforce | Contacts | Recently Viewed,Salesforce | Contacts | Recently Viewed,2,0,0,0,2025-06-11T19:06:29.887000,2025-06-11T19:06:35.776000
1166,4f4d2b1f-986f-4b10-a39b-d2aa42decb7b,user22@apromore.com,LAPTOP2,0.535,chrome,Lightning Experience | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home?queryScope=mru,Salesforce,Status Waiting for Customer,Salesforce | Dashboards,Salesforce | Dashboards,0,0,0,0,2025-06-11T19:13:54.551000,2025-06-11T19:13:55.086000
1166,4cea4675-4ba4-4cab-a11a-293a6d26d46c,user89@apromore.com,LAPTOP2,0.0,EXCEL,Book2 - Excel,,Microsoft Excel,Status In Progress,Microsoft Excel,E2,0,0,0,0,2025-06-11T17:17:12.650000,2025-06-11T17:17:12.650000
1176,3f7bc472-9b4d-461f-b12b-c942e15e5cb2,user49@apromore.com,LAPTOP1,0.703,msedge,New Case | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5HehIAF/view,Salesforce,Status Escalated,Salesforce | Case | New,Salesforce | Case | New,0,0,0,0,2025-06-11T12:22:44.617000,2025-06-11T12:22:45.320000
1175,0fd728cb-74a3-466b-9bd8-ab692733c073,user91@apromore.com,LAPTOP1,0.61,msedge,New Case | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5JdzIAF/view,Salesforce,Status Working,Salesforce | Case | New,Salesforce | Case | New,0,0,0,0,2025-06-11T12:19:59.410000,2025-06-11T12:20:00.020000
1179,fd0a2f92-a672-443d-92d4-564809c16f46,user59@apromore.com,LAPTOP2,0.0,EXCEL,Book2 - Excel,,Microsoft Excel,Status Waiting for Customer,Microsoft Excel,C10,0,0,0,0,2025-06-11T18:07:42.556000,2025-06-11T18:07:42.556000
1176,eaa51e18-ef0d-4030-9a57-bd037a46ae94,user42@apromore.com,LAPTOP1,10.051,msedge,00001176 | Case | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5HehIAF/view,Salesforce,Status On Hold,Salesforce | Case,Salesforce | Case,6,0,0,0,2025-06-11T12:23:01.100000,2025-06-11T12:23:11.151000
1175,aa7b0f53-47a1-4da3-bc6e-342c8093729f,user92@apromore.com,LAPTOP1,12.663,msedge,00001175 | Case | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5JdzIAF/view,Salesforce,Status Response Received,Salesforce | Case,Salesforce | Case,5,0,0,0,2025-06-11T12:21:44.860000,2025-06-11T12:21:57.523000
1175,6973f3a1-4092-4106-b1da-177a47e70842,user60@apromore.com,LAPTOP1,0.206,msedge,Recently Viewed | Knowledge | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home,Salesforce,Status In Progress,Salesforce | Dashboards | Recently Viewed,Salesforce | Dashboards | Recently Viewed,0,0,0,0,2025-06-11T12:21:07.416000,2025-06-11T12:21:07.622000
1161,5dc74197-8f61-48c4-84bd-7c76f7ff5763,user80@apromore.com,LAPTOP2,0.0,chrome,Recently Viewed | Cases | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/list?filterName=__Recent,Salesforce,Status Response Received,Salesforce | Cases | Recently Viewed,00001179,0,0,0,0,2025-06-11T17:15:05.225000,2025-06-11T17:15:05.225000
1182,571590e1-8e19-4b7e-8516-1a3034aef236,user15@apromore.com,LAPTOP3,0.0,chrome,Recently Viewed Contacts | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=RecentlyViewedContacts,Salesforce,Status Response Received,Salesforce | Contacts,Recently Viewed Contacts | Contacts | Salesforce,0,0,0,0,2025-06-11T19:06:42.842000,2025-06-11T19:06:42.842000
1178,5f74d906-6a96-4a25-9a80-557946c5904d,user62@apromore.com,LAPTOP1,0.0,EXCEL,Book1 - Excel,,Microsoft Excel,Status Waiting for Customer,Microsoft Excel,B5,0,0,0,0,2025-06-11T12:31:47.945000,2025-06-11T12:31:47.945000
1178,5f74d906-6a96-4a25-9a80-557946c5904d,user62@apromore.com,LAPTOP1,0.0,EXCEL,Book1 - Excel,,Microsoft Excel,Status Response Received,Microsoft Excel,B3,0,0,0,0,2025-06-11T12:31:47.576000,2025-06-11T12:31:47.576000
1179,c4806c8e-1612-4ba4-9388-ac5902896bee,user47@apromore.com,LAPTOP2,0.0,EXCEL,Book2 - Excel,,Microsoft Excel,Status Response Received,Microsoft Excel,G9,0,0,0,0,2025-06-11T18:07:41.567000,2025-06-11T18:07:41.567000
1182,5f74d906-6a96-4a25-9a80-557946c5904d,user62@apromore.com,LAPTOP3,0.576,chrome,Lightning Experience | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000Nc7yoIAB/view,Salesforce,Status In Progress,Salesforce,Salesforce,0,0,0,0,2025-06-11T19:05:43.296000,2025-06-11T19:05:43.872000
1178,8fe00764-ceda-40ed-8723-0dc6475858d4,user51@apromore.com,LAPTOP1,0.0,EXCEL,Book1 - Excel,,Microsoft Excel,Status In Progress,Microsoft Excel,B3,0,0,0,0,2025-06-11T12:31:47.576000,2025-06-11T12:31:47.576000
1178,795753cc-1835-452a-9f53-68494821a060,user55@apromore.com,LAPTOP1,12.251,msedge,00001178 | Case | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5HeiIAF/view,Salesforce,Status Response Received,Salesforce | Case,Salesforce | Case,5,0,0,0,2025-06-11T12:31:53.862000,2025-06-11T12:32:06.113000
1182,bdffb7e9-d405-406c-ba22-729a69dd4da7,user64@apromore.com,LAPTOP3,14.275,chrome,New Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/new?count=2&nooverride=1&useRecordTypeCheck=1&navigationLocation=LIST_VIEW&backgroundContext=%2Flightning%2Fpage%2Fhome,Salesforce,Status Escalated,Salesforce | New,Salesforce | New,3,0,0,0,2025-06-11T19:05:28.844000,2025-06-11T19:05:43.119000
1175,217bcd56-91f5-4345-8263-7c836d472f7f,user3@apromore.com,LAPTOP1,0.126,msedge,Lightning Experience | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home,Salesforce,Status On Hold,Salesforce | Dashboards,Salesforce | Dashboards,0,0,0,0,2025-06-11T12:21:07.622000,2025-06-11T12:21:07.748000
1171,8fe00764-ceda-40ed-8723-0dc6475858d4,user51@apromore.com,LAPTOP2,2.459,chrome,00001171 | Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E4D0tIAF/view,Salesforce,Status Waiting for Customer,Salesforce | Case,Salesforce | Case,1,0,0,0,2025-06-11T19:13:15.067000,2025-06-11T19:13:17.526000
1178,a9e1251d-ba6f-4501-9988-e7e7b15bf509,user7@apromore.com,LAPTOP1,0.0,EXCEL,Book1 - Excel,,Microsoft Excel,Status Response Received,Microsoft Excel,A3,0,0,0,0,2025-06-11T12:31:48.387000,2025-06-11T12:31:48.387000
1175,93f74081-82bb-4d03-a421-f01dd019d66b,user21@apromore.com,LAPTOP1,0.126,msedge,Lightning Experience | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home,Salesforce,Status In Progress,Salesforce | Dashboards,Salesforce | Dashboards,0,0,0,0,2025-06-11T12:21:07.622000,2025-06-11T12:21:07.748000
1176,38566185-9803-4c13-8244-81abb8f59197,user73@apromore.com,LAPTOP1,0.149,msedge,Recently Viewed | Accounts | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/home,Salesforce,Status Escalated,Salesforce | Contacts | Recently Viewed,Salesforce | Contacts | Recently Viewed,0,0,0,0,2025-06-11T12:23:12.913000,2025-06-11T12:23:13.062000
1178,24001169-2a52-442f-8a95-a7050f41089c,user39@apromore.com,LAPTOP1,0.0,EXCEL,Book1 - Excel,,Microsoft Excel,Status In Progress,Microsoft Excel,C4,0,0,0,0,2025-06-11T12:32:09.709000,2025-06-11T12:32:09.709000
1178,3ff56e0b-6c99-47f6-bf7b-770ac2ff7155,user18@apromore.com,LAPTOP1,0.0,EXCEL,Book1 - Excel,,Microsoft Excel,Status Waiting for Customer,Microsoft Excel,A2,0,0,0,0,2025-06-11T12:31:47.182000,2025-06-11T12:31:47.182000
1182,8112ec22-2c1d-43e3-ac33-148d8d1b102c,user4@apromore.com,LAPTOP3,0.907,chrome,Home | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/new?count=2&nooverride=1&useRecordTypeCheck=1&navigationLocation=LIST_VIEW&backgroundContext=%2Flightning%2Fpage%2Fhome,Salesforce,Created.,Salesforce,Salesforce,0,0,0,0,2025-06-11T19:05:27.937000,2025-06-11T19:05:28.844000
1166,4cea4675-4ba4-4cab-a11a-293a6d26d46c,user89@apromore.com,LAPTOP2,0.0,chrome,Recent | Dashboards | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home?queryScope=mru,Salesforce,Status Waiting for Customer,Salesforce | Dashboards,Knowledge,0,0,0,0,2025-06-11T19:13:55.754000,2025-06-11T19:13:55.754000
1178,6973f3a1-4092-4106-b1da-177a47e70842,user60@apromore.com,LAPTOP2,0.0,chrome,Recent | Reports | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Report/home?queryScope=mru,Salesforce,Status Escalated,Salesforce | Reports,Dashboards,0,0,0,0,2025-06-11T19:12:28.653000,2025-06-11T19:12:28.653000
1178,ffc60474-e396-4294-86cd-cb0334f92a4c,user14@apromore.com,LAPTOP1,0.0,EXCEL,Book1 - Excel,,Microsoft Excel,Status Response Received,Microsoft Excel,C4,0,0,0,0,2025-06-11T12:32:09.709000,2025-06-11T12:32:09.709000
1161,eba0e487-648d-4507-872a-caed3990873f,user9@apromore.com,LAPTOP2,4.704,chrome,00001161 | Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J3000003iPRkIAM/view,Salesforce,Status In Progress,Salesforce | Case,Salesforce | Case,3,0,0,0,2025-06-11T17:14:56.217000,2025-06-11T17:15:00.921000
1171,eef75ba2-5231-4d00-8061-1d0632397192,user90@apromore.com,LAPTOP2,0.0,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/home,Salesforce,Status In Progress,Salesforce | Recently Viewed,Recently Viewed | Contacts | Salesforce,0,0,0,0,2025-06-11T19:13:12.036000,2025-06-11T19:13:12.036000
1182,ac929282-7ddd-43ae-b013-498a6a71bb29,user53@apromore.com,LAPTOP3,0.0,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=__Recent,Salesforce,Status On Hold,Salesforce | Contacts | Recently Viewed,Recently Viewed | Contacts | Salesforce,0,0,0,0,2025-06-11T19:06:33.862000,2025-06-11T19:06:33.862000
1182,f51a2770-3d41-4201-8551-fad0eac7e96d,user2@apromore.com,LAPTOP3,5.889,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=__Recent,Salesforce,Status On Hold,Salesforce | Contacts | Recently Viewed,Salesforce | Contacts | Recently Viewed,2,0,0,0,2025-06-11T19:06:29.887000,2025-06-11T19:06:35.776000
1178,d78f01ca-8339-4f16-915b-752d25e13ad0,user84@apromore.com,LAPTOP2,0.0,chrome,Recently Viewed | Cases | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/list?filterName=__Recent,Salesforce,Created.,Salesforce | Cases | Recently Viewed,Reports,0,0,0,0,2025-06-11T19:12:27.144000,2025-06-11T19:12:27.144000
1179,aa7b0f53-47a1-4da3-bc6e-342c8093729f,user92@apromore.com,LAPTOP2,0.0,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=__Recent,Salesforce,Status Waiting for Customer,Salesforce | Contacts | Recently Viewed,Recently Viewed | Contacts | Salesforce,0,0,0,0,2025-06-11T18:08:10.491000,2025-06-11T18:08:10.491000
1166,6973f3a1-4092-4106-b1da-177a47e70842,user60@apromore.com,LAPTOP2,0.535,chrome,Lightning Experience | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Dashboard/home?queryScope=mru,Salesforce,Status Waiting for Customer,Salesforce | Dashboards,Salesforce | Dashboards,0,0,0,0,2025-06-11T19:13:54.551000,2025-06-11T19:13:55.086000
1183,c4c0f713-8faa-4301-b280-010fbcce7e68,user71@apromore.com,LAPTOP3,0.0,chrome,Recent | Reports | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Report/home?queryScope=mru,Salesforce,Status Response Received,Salesforce | Reports,Cases,0,0,0,0,2025-06-11T19:12:25.409000,2025-06-11T19:12:25.409000
1174,6f162e7e-0165-4fd4-8ac7-d5bb6d6bf1d4,user44@apromore.com,LAPTOP2,0.502,chrome,Recently Viewed | Cases | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/home,Salesforce,Status On Hold,Salesforce | Recently Viewed,Salesforce | Recently Viewed,0,0,0,0,2025-06-11T19:13:22.472000,2025-06-11T19:13:22.974000
1171,8caacaaf-19e3-4bc5-8060-25ba99ac0447,user8@apromore.com,LAPTOP2,1.682,chrome,Recently Viewed | Cases | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Case/list?filterName=__Recent,Salesforce,Status Waiting for Customer,Salesforce | Cases | Recently Viewed,Salesforce | Cases | Recently Viewed,1,0,0,0,2025-06-11T19:13:17.561000,2025-06-11T19:13:19.243000
1179,c4806c8e-1612-4ba4-9388-ac5902896bee,user47@apromore.com,LAPTOP2,5.538,chrome,00001179 | Case | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/r/Case/500J300000E5MwSIAV/view,Salesforce,Created.,Salesforce | Case,Salesforce | Case,3,0,0,0,2025-06-11T17:15:32.687000,2025-06-11T17:15:38.225000
1178,d14749c5-f2ab-46b6-bdb8-b0fee0f7a0dd,user35@apromore.com,LAPTOP1,0.0,EXCEL,Book1 - Excel,,Microsoft Excel,Status In Progress,Microsoft Excel,B3,0,0,0,0,2025-06-11T12:31:47.576000,2025-06-11T12:31:47.576000
1183,49ef6b17-a9ec-4788-b3d4-0cefd413e46f,user78@apromore.com,LAPTOP3,0.0,chrome,Recently Viewed | Accounts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list,Salesforce,Status Working,Salesforce | Contacts | Recently Viewed,Recently Viewed | Accounts | Salesforce,0,0,0,0,2025-06-11T19:10:43.736000,2025-06-11T19:10:43.736000
1178,5ff59466-cdfd-4ee5-b3b9-0e3e010425b7,user81@apromore.com,LAPTOP2,0.532,chrome,Recently Viewed | Cases | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Report/home?queryScope=mru,Salesforce,Created.,Salesforce | Recently Viewed | Reports,Salesforce | Recently Viewed | Reports,0,0,0,0,2025-06-11T19:12:27.721000,2025-06-11T19:12:28.253000
1179,b2b90273-fc91-4365-8e06-3ef8d139bfcc,user36@apromore.com,LAPTOP2,0.0,chrome,Recently Viewed | Contacts | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Contact/list?filterName=__Recent,Salesforce,Status Waiting for Customer,Salesforce | Contacts | Recently Viewed,Recently Viewed | Contacts | Salesforce,0,0,0,0,2025-06-11T18:08:10.491000,2025-06-11T18:08:10.491000
1166,4205dfe6-5c28-4633-8cf4-388cccf2240b,user50@apromore.com,LAPTOP2,0.0,chrome,Recent | Reports | Salesforce - Google Chrome,https://apromore3-dev-ed.lightning.force.com/lightning/o/Report/home?queryScope=mru,Salesforce,Status On Hold,Salesforce | Reports,Dashboards,0,0,0,0,2025-06-11T19:13:53.979000,2025-06-11T19:13:53.979000
1175,8112ec22-2c1d-43e3-ac33-148d8d1b102c,user4@apromore.com,LAPTOP1,2.282,msedge,Smart Smartson | Contact | Salesforce and 12 more pages - Work - Microsoft​ Edge,https://apromore3-dev-ed.lightning.force.com/lightning/r/Contact/003J300000EOKAuIAP/view,Salesforce,Status On Hold,Salesforce | Contact,Salesforce | Contact,1,0,0,0,2025-06-11T12:20:45.680000,2025-06-11T12:20:47.962000
